Price,Close,High,Low,Open,Volume,RSI,EMA50,MACD,Signal_Line,Upper_BB,Lower_BB,%K,%D,Signal,Buy_Signal,Sell_Signal,Position,Daily_Return,Strategy_Return,Cumulative_Return
Ticker,BP,BP,BP,BP,BP,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,
2023-01-03,30.648386001586914,31.42531092357034,30.442992213319766,31.25563868280903,7967400,,30.648386001586914,0.0,0.0,,,,,Hold,False,False,,,,
2023-01-04,30.166154861450195,30.416202283512618,29.942900302898092,30.184015634925668,7492400,,30.62947497648351,-0.03846858097956485,-0.00769371619591297,,,,,Hold,False,False,,-0.015734307839628148,,
2023-01-05,30.273319244384766,30.35369102104255,29.969692911076926,29.987553684400233,6440200,,30.615508085028658,-0.059620668510319774,-0.018079106658794333,,,,,Hold,False,False,,0.003552470754949244,,
2023-01-06,30.773406982421875,30.89842898791819,30.380480192777142,30.532291654710054,6855400,,30.621700198651922,-0.03562034011110882,-0.02158735334925723,,,,,Hold,False,False,,0.01651909174544408,,
2023-01-09,31.050249099731445,31.478897508071263,30.898434205568226,31.380664942423543,7831300,,30.638506037909945,0.00567353725326214,-0.016135175228753358,,,,,Hold,False,False,,0.008996147793050913,,
2023-01-10,31.121686935424805,31.193130035836806,30.81806057186285,31.08596879181333,6508600,,30.657454308400727,0.04366037920654975,-0.0041760643416927385,,,,,Hold,False,False,,0.0023007169914774916,,
2023-01-11,31.291362762451172,31.300291446753015,30.95201484687382,31.17526942695992,7073300,,30.682313463461526,0.08645998939762123,0.013951146406170054,,,,,Hold,False,False,,0.0054520125267769615,,
2023-01-12,31.53247833251953,31.81824392444868,31.15740886399092,31.371734761235064,8934700,,30.715653262248114,0.1382414389898372,0.03880920492290349,,,,,Hold,False,False,,0.0077054991787604,,
2023-01-13,31.75572967529297,31.764658358744978,31.478892795961656,31.61284689390131,7235200,,30.756440572563598,0.1950447736894283,0.07005631867620846,,,,,Hold,False,False,,0.007080044277496533,,
2023-01-17,31.8718204498291,32.04149609932597,31.720008980904865,31.755730528861502,6708100,,30.800180959907344,0.2465868809106304,0.10536243112309285,,,,,Hold,False,False,,0.0036557426241872193,,
2023-01-18,31.55927085876465,32.354056701457786,31.5503421735344,32.30940646211675,8686700,,30.82994919123508,0.2592260359316647,0.13613515208480723,,,,,Hold,False,False,,-0.009806455566491734,,
2023-01-19,31.737869262695312,31.89861281941307,31.353871144602255,31.398521375558467,8334000,,30.8655538999198,0.2804215310801439,0.16499242788387458,,,,,Hold,False,False,,0.005659142276446705,,
2023-01-20,31.7021541595459,31.7021541595459,31.443177998124565,31.541410570152998,11760700,,30.89836175323847,0.29098293322637403,0.19019052895237448,,,,,Hold,False,False,,-0.0011253150882246654,,
2023-01-23,31.773595809936523,31.970057538377574,31.594991451412557,31.70215270388902,6143600,70.19254202572338,30.932684657422705,0.3016405402584148,0.21248053121358254,,,75.92603732101321,,Hold,False,False,,0.0022535266856342773,,
2023-01-24,31.514619827270508,31.550341380483403,31.085971408500253,31.362804929413127,6575900,64.22304343741192,30.95550564447556,0.2858939654952515,0.22716321806991635,,,65.18529968903235,,Hold,False,False,,-0.00815066649098073,,
2023-01-25,31.46996307373047,31.505681212953714,31.04131133711046,31.255637205420467,8041800,75.00012800491538,30.975680445622814,0.26673649250102827,0.23507787295613874,,,62.92119385078823,68.01084362027792,Hold,False,False,,-0.0014170170474783195,,
2023-01-26,32.371910095214844,32.46121055352951,31.7735895299995,31.889679444489744,12180700,80.83999035782557,31.030434549528383,0.32063753397723005,0.25218980516035705,,,95.70821573044296,74.60490309008784,Hold,False,False,,0.028660568154186272,,
