Price,Close,High,Low,Open,Volume,RSI,EMA12,MACD,Signal_Line,Signal
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,,,,,
Date,,,,,,,,,,
2024-12-18,188.18325805664062,196.77337069091053,187.52402890568504,194.99541962680925,34166100,68.85140040946096,185.77268195994841,5.845904325392581,187.80880539506225,0.0
2024-12-19,188.2931365966797,192.8079411518366,188.16329650997008,191.40955777871685,32265200,69.2945183853526,186.16044421175323,5.6139362837067495,187.90567163538574,0.0
2024-12-20,191.18980407714844,192.66809720587494,185.00692266360085,185.56627599656574,63462900,69.51067228110934,186.9341918833525,5.599291647965146,188.5624981237383,0.0
2024-12-23,194.40611267089844,194.87557322669755,189.93125525567427,192.3984151157297,25675000,71.49872539052832,188.08371815835957,5.780579964786199,189.73122103317033,-1.0
2024-12-24,195.8843994140625,195.8843994140625,193.55707797257898,194.61585613024195,10403300,70.66823971100347,189.28382296692928,5.974665423690055,190.96185670934878,-1.0
2024-12-26,195.375,196.52367101490134,194.1564021929594,194.92550545907343,12046600,72.32809192390107,190.22092712586326,6.018003474715812,191.84448536747902,-1.0
2024-12-27,192.5382537841797,195.09532170060632,190.43068040496257,194.72573696465102,18891400,67.33799819052227,190.5774389194504,5.757083406596848,191.98323905081918,0.0
2024-12-30,191.02000427246094,192.32849481864238,188.90243274221342,189.58165840021294,14264700,64.89021608199522,190.64552589683663,5.365937142530697,191.79059209514753,0.0
2024-12-31,189.08224487304688,191.73918864322025,188.29314510160168,190.8601960597075,17466900,54.5454637162196,190.40502112394591,4.843754138622131,191.24892265072742,0.0
2025-01-02,189.2120819091797,191.7791328258186,187.2843094002135,190.43067970164262,20370800,41.551088672924216,190.22149201398187,4.389794293557657,190.84155450241786,0.0
2025-01-03,191.56936645507812,192.9877463613902,189.76145103861666,191.14985143368122,18596200,49.75180941175106,190.42885731261208,4.172147093324611,190.98711689294993,0.0
2025-01-06,196.64352416992188,197.99197728329852,193.6270092243641,193.75684931380115,29563600,59.47834466565974,191.38495990604437,4.358856060784007,192.11839834834433,0.0
2025-01-07,195.26512145996094,200.7687774852745,194.37614589069548,196.8832529983184,26487200,48.156316725764476,191.98190783741614,4.345506391066863,192.74774297066767,0.0
2025-01-08,193.7268829345703,196.06418741382137,192.1586969389352,192.3484808074723,24864800,47.705278239216526,192.25036554467061,4.162817321416071,192.94357096344822,0.0
2025-01-10,191.81907653808594,196.29393386115163,190.09107094303815,194.07648645979594,26665200,56.76078581363399,192.18401338981144,3.820055661754566,192.7186720783758,0.0
2025-01-13,190.79026794433594,190.96007055747594,187.14447278422705,189.8513620671916,21823700,54.48995896669378,191.96959101358442,3.4259066028402287,192.33299125156782,0.0
2025-01-14,189.4418182373047,191.75914137705388,188.0933651847724,191.02000242961614,17174900,46.67173748574921,191.58070289415676,2.9704900518154886,191.75475664871522,0.0
2025-01-15,195.32504272460938,196.1341084636535,191.6392852545324,192.8678659974796,21776000,51.58837961172884,192.15675517576483,3.049147527329609,192.46881386389407,0.0
2025-01-16,192.68807983398438,195.2551153784116,192.58818877757312,193.91666057341888,17815400,44.68790955087864,192.23849743087553,2.865669620547777,192.51266705791215,0.0
2025-01-17,195.77452087402344,197.00310160992169,193.52710928235737,196.3039099407615,27735100,50.61159200788951,192.78250103751367,2.9354737409862253,193.16503782113443,0.0
2025-01-21,197.82217407226562,202.05728678766425,197.6423732117847,198.84100497169504,29971300,58.28895079438561,193.55783535055244,3.120056441007364,194.09646507136068,0.0
2025-01-22,198.1417999267578,200.24937329507208,197.30276987978317,198.83100862292844,26200600,61.608600533056354,194.26306066996864,3.254613536926314,194.90553204244014,0.0
2025-01-23,197.7522430419922,200.06958147081755,194.97544232412307,197.91206263871854,26951400,64.8833762653687,194.79985795797225,3.291870387229949,195.47487424235055,0.0
2025-01-24,199.9796905517578,200.66888399183227,197.77222616967978,197.87211722888603,23877500,67.24248643893857,195.5967552800931,3.461234155201481,196.37583750423204,0.0
2025-01-27,191.58934020996094,196.65351502081776,190.5105808080997,192.18865606918456,41728900,50.026805281439074,194.98022988468816,2.8851666053469387,195.41853804537783,0.0
2025-01-28,195.07533264160156,195.2551182563093,190.4606370613745,192.52826307792662,24157900,47.80174204237592,194.99486107805944,2.6790371052174464,195.3498969646226,0.0
2025-01-29,195.18521118164062,196.5636133163606,193.20747792712066,195.33503253066368,18218300,49.88385281310394,195.0241457093796,2.4957745358858574,195.3169598080262,0.0
2025-01-30,200.638916015625,201.16830508891937,197.44260031613962,197.7722225159478,24354700,59.01979673215134,195.88795652572506,2.7588042528141727,196.381351049546,0.0
2025-01-31,203.78530883789062,205.24362078448016,201.56786140671954,201.76762828746982,32042000,65.12626323998174,197.10293380451975,3.184436600869617,197.86214260721493,0.0
2025-02-03,200.99850463867188,203.5156099470352,199.8698149328218,200.45913255035472,27838300,62.354905252349525,197.7022523943893,3.2593101955523593,198.48941501350632,0.0
2025-02-04,206.14259338378906,206.81182081300247,202.57669285659674,203.15602747619252,43856400,68.51193726012329,199.0007663927585,3.691183365406573,200.0200506875629,0.0
2025-02-05,191.1099090576172,192.52827375908595,187.81370210065404,190.85021363044225,70373900,46.11562717512813,197.7867883411983,2.7882922745674534,198.23802236157377,0.0
2025-02-06,191.3795928955078,191.87901770448227,188.50290111861952,189.28200260132084,29297400,48.73917974712727,196.8010659649382,2.0706367998720054,196.86633646836057,0.0
2025-02-07,185.1267852783203,190.9600634127379,183.02921021692137,190.83022332592188,49315000,40.33020397461999,195.0050227823816,0.985974645963239,194.51842623035253,0.0
2025-02-10,186.2554931640625,187.98349876976383,185.64619427540677,187.1344857224474,23105600,39.31735612195143,193.6589413026402,0.21497131232226252,192.86583961709454,0.0
2025-02-11,185.10682678222656,186.72495835838524,184.06801459806726,184.81715184499055,21239500,38.1428597602311,192.34323137642272,-0.48317245033288714,191.31403705012093,0.0
2025-02-12,183.39878845214844,184.8970629566076,181.62083725948915,183.0092376906385,22072600,37.249363598656444,190.9671632342267,-1.1608987129284003,189.73098733052643,0.0
2025-02-13,185.92587280273438,186.06571114375504,182.9293238598035,184.10797436946572,21402500,37.58165026088444,190.19158009092018,-1.4770604381296835,188.96996442496803,0.0
2025-02-14,185.01690673828125,186.1855589387927,184.1079651875959,184.8471041355986,20448400,43.307571331307464,189.3954764982065,-1.7804430093049461,188.17935288763067,0.0
2025-02-18,183.55859375,185.74607679460826,181.5309302979739,185.386490331916,29916700,37.76788310237294,188.49749453694398,-2.1141786181592295,187.25520106010453,0.0
2025-02-19,185.05686950683594,185.246653369277,183.3787942547783,183.8582530360721,19549400,39.55070146224156,187.96816760923505,-2.2320386089594706,186.81553474945082,0.0
2025-02-20,184.34768676757812,185.09682399614678,182.5098070913863,184.58741616756504,20441500,31.368546991603424,187.41117055667246,-2.3555157022171613,186.3219651530763,0.0
2025-02-21,179.4533233642578,185.12678179449694,178.87398876546825,184.93699793129608,35199200,23.24253994185456,186.18688637322407,-2.8158470786557928,184.9482367953126,0.0
2025-02-24,179.04379272460938,182.90933584096624,178.68420625509464,181.78064614487357,29854200,24.5248182347417,185.0879488888218,-3.177085249926904,183.76734798117198,0.0
2025-02-25,175.21820068359375,178.53438877889693,174.48904471950055,177.8351818432405,41913400,12.984212600769368,183.5695260880175,-3.729075942941961,182.05751852165633,0.0
2025-02-26,172.5312957763672,175.87744820035027,171.38262477536554,174.8686155406987,35431300,18.43176196674048,181.87133680930208,-4.333390684280175,180.1522739725985,0.0
2025-02-27,168.30616760253906,174.3591940996765,167.746814231894,173.78985771928288,39991000,15.439864990259153,179.7843877005693,-5.094520541824551,177.7830526985866,0.0
2025-02-28,170.0841064453125,170.41372863795183,166.5781498819881,168.48594100971005,48130600,23.98062951950166,178.29203673822212,-5.490960259943478,176.24326344793178,0.0
2025-03-03,166.81787109375,173.17055534541237,165.73911166521458,171.7322094406985,40770500,18.693653619488487,176.52678048522642,-5.999540520019508,174.35818497709545,0.0
2025-03-04,170.72337341308594,173.09064211021553,165.60926829005186,166.04876455679425,45388000,28.72336679628708,175.63394862797404,-6.01807996303782,173.63122266429355,0.0
2025-03-05,172.8209686279297,173.58008886593674,168.86551735545183,170.32384453302183,30954900,34.53110523600492,175.20118247412105,-5.796693527032886,173.46917185702077,0.0
2025-03-06,172.1517333984375,174.60889486138916,170.30385555544734,170.33381982392953,28302000,28.69940914410843,174.73203646247742,-5.610569716253082,173.20568416530415,0.0
2025-03-07,173.66000366210938,174.76872740179581,170.07413701655315,171.06298843219486,27385800,32.75707568588422,174.5671083393439,-5.280490245562817,173.29654806466522,0.0
2025-03-10,165.8699951171875,168.4600067138672,163.69000244140625,168.25999450683594,43604000,27.474652085543624,173.2290909205506,-5.583129629710243,171.81123747516966,0.0
2025-03-11,164.0399932861328,166.75,161.3699951171875,164.91000366210938,39587400,23.460517239386036,171.81538359217865,-5.902597901480107,170.2569886373623,0.0
2025-03-12,167.11000061035156,167.63999938964844,163.52999877929688,166.5800018310547,28372400,29.457578039960737,171.09147851805142,-5.840726613880889,169.62759103196015,0.0
2025-03-13,162.75999450683594,166.1300048828125,162.11000061035156,166.0399932861328,31756200,29.844795860240367,169.80971174709518,-6.072700005200346,168.25407172693534,0.0
2025-03-14,165.49000549316406,166.49000549316406,162.4499969482422,163.27000427246094,31995900,34.50373667721661,169.14514155418271,-5.967462327066045,167.70125848018108,0.0
2025-03-17,164.2899932861328,166.3000030517578,163.6699981689453,165.02999877929688,31184300,36.707561565995874,168.3981956667904,-5.912733355560903,167.01900544137143,0.0
2025-03-18,160.6699981689453,164.25,156.72000122070312,163.67999267578125,42074800,35.89282538392017,167.20924220558345,-6.091247494293327,165.74920398688622,0.0
2025-03-19,163.88999938964844,165.8699951171875,161.0,161.75999450683594,34275600,44.61899899526189,166.6985894646704,-5.904826878893175,165.37736306743867,0.0
2025-03-20,162.8000030517578,164.88999938964844,160.9600067138672,161.57000732421875,28138500,40.97315115160771,166.09880693960693,-5.778430641600636,164.86189106430248,0.0
2025-03-21,163.99000549316406,164.24000549316406,160.88999938964844,161.2100067138672,36625800,46.30543777074723,165.7743759478465,-5.518622219431933,164.68751395007482,0.0
2025-03-24,167.67999267578125,168.32000732421875,165.13999938964844,167.07000732421875,30879100,46.00135285713884,166.06754775214415,-4.957820378727064,165.28600969521614,0.0
2025-03-25,170.55999755859375,170.6300048828125,168.32000732421875,168.97999572753906,24174400,47.08919374350017,166.75869387621333,-4.232202360415101,166.34080726789168,0.0
2025-03-26,165.05999755859375,169.61000061035156,164.83999633789062,169.0,28901600,41.87999633802797,166.49735598119491,-4.0542144274309635,166.0846453260321,0.0
2025-03-27,162.24000549316406,165.4199981689453,162.0,164.6300048828125,24508300,37.305478539838546,165.84237898303633,-4.093519950370165,165.31571735945852,0.0
2025-03-28,154.3300018310547,161.82000732421875,153.6300048828125,160.49000549316406,48669300,37.206221929000996,164.0712440365776,-4.708662518876906,163.11857425377775,0.0
2025-03-31,154.63999938964844,155.5399932861328,150.66000366210938,153.11000061035156,54603500,39.21524757883237,162.62028332166543,-5.112222702988646,161.4228592809519,0.0
2025-04-01,157.07000732421875,158.10000610351562,153.6199951171875,153.6199951171875,30672900,38.30928138382306,161.76639470667362,-5.176296599429691,160.55228888960528,0.0
2025-04-02,157.0399932861328,158.41000366210938,154.6999969482422,155.14999389648438,25041700,42.59451395139158,161.0392560265904,-5.169902092848417,159.84982976891078,0.0
2025-04-03,150.72000122070312,152.77999877929688,150.38999938964844,151.11000061035156,46883400,32.50414365889148,159.4516783641462,-5.610134799830718,158.02386405926927,0.0
2025-04-04,145.60000610351562,151.07000732421875,145.3800048828125,148.00999450683594,62259500,29.742042719988092,157.32065186251074,-6.299545963654225,155.53909246811855,0.0
2025-04-07,146.75,152.85000610351562,140.52999877929688,141.5500030517578,76794100,34.05863276879994,155.69439772981676,-6.6761558129285845,153.78127397449484,0.0
2025-04-08,144.6999969482422,152.24000549316406,143.02999877929688,151.22000122070312,52200200,27.41820798786479,154.00295145572835,-7.0586719689056565,151.9650185692443,0.0
2025-04-09,158.7100067138672,159.5500030517578,143.91000366210938,144.4199981689453,70406200,46.30933399424456,154.72711380313433,-6.160315791072492,153.3140161981689,0.0
2025-04-10,152.82000732421875,157.72000122070312,149.92999267578125,156.5399932861328,48022000,40.70870233278477,154.43371280637808,-5.856129953014829,153.21521442337888,0.0
2025-04-11,157.13999938964844,157.6699981689453,152.82000732421875,152.89999389648438,33636200,41.32368099034908,154.85006458841968,-5.206456439881038,154.0001714166328,0.0
2025-04-14,159.07000732421875,161.72000122070312,157.55999755859375,160.0,30333000,40.39137933410541,155.49928654777338,-4.484159391336078,155.01413859815,0.0
2025-04-15,156.30999755859375,159.64999389648438,155.2100067138672,159.1300048828125,27551500,42.331290804877455,155.6240113186688,-4.087327332995045,155.27331039023875,0.0
2025-04-16,153.3300018310547,155.88999938964844,151.50999450683594,153.10000610351562,28170100,42.21289963289304,155.27108678211277,-3.9675602532096548,154.88464867840196,0.0
2025-04-17,150.87530517578125,154.67999267578125,148.5,154.2100067138672,15050291,46.66243292272504,154.594812688831,-4.024327542080954,154.08277997787783,0.0
