Date,Close,High,Low,Open,Volume
2010-01-04,6.440330982208252,6.455076781226995,6.391278499172716,6.422876697326148,493729600
2010-01-05,6.451466083526611,6.487879368872802,6.417459939457402,6.458086826968792,601904800
2010-01-06,6.348847389221191,6.477046253588525,6.342226645342805,6.451466509,552160000
2010-01-07,6.337109088897705,6.379842571822461,6.2910660382072985,6.372319000569361,477131200
2010-01-08,6.379240513,6.379842800362581,6.291368010013893,6.328683317594562,447610800
2010-01-11,6.322965145111084,6.409935207,6.273009442174927,6.403916350344348,462229600
2010-01-12,6.251042843,6.312735337372884,6.211921468964844,6.295280246363157,594459600
2010-01-13,6.339216232299805,6.347642633,6.1421038718775645,6.255556925343339,605892000
2010-01-14,6.3025031089782715,6.333499826858838,6.290164851483697,6.322967226820972,432894000
2010-01-15,6.197175025939941,6.367806026370576,6.195369368621774,6.347642852984377,594067600
2010-01-19,6.4713263511657715,6.475840494,6.236596971,6.269398533862063,730007600
2010-01-20,6.371718406677246,6.486675377139207,6.304609347,6.467415433833856,612152800
2010-01-21,6.261575222015381,6.419266090887947,6.235694935607777,6.3822513187179455,608154400
2010-01-22,5.9510087966918945,6.244421252148021,5.933253971692852,6.22275417,881767600
2010-01-25,6.111105918884277,6.160157990546616,6.024436397148507,6.094253523041011,1065699600
2010-01-26,6.197475433349609,6.431302812541222,6.096361043026214,6.197776376209968,1867110000
2010-01-27,6.255856990814209,6.337109150378845,6.004574932,6.224860278743567,1722568400
2010-01-28,5.997352600097656,6.184234090635702,5.979597776,6.1670811518983895,1173502400
2010-01-29,5.779776096343994,6.0849253109659465,5.725306646729277,6.051220516,1245952400
2010-02-01,5.8601250648498535,5.898343997641952,5.756904093106256,5.789104169775881,749876400
2010-02-02,5.894130706787109,5.907974075653729,5.819498900991906,5.895635822587143,698342400
2010-02-03,5.995547771453857,6.0247388299284275,5.850797456017155,5.873367770925905,615328000
2010-02-04,5.779476165771484,5.969667242555499,5.7650309076728465,5.920313414304272,757652000
2010-02-05,5.882094383239746,5.898345298354097,5.743362933,5.7969299610829745,850306800
2010-02-08,5.841766834259033,5.954918896887439,5.8381555212786695,5.889014042166685,478270800
2010-02-09,5.904063701629639,5.943486015810012,5.860728728,5.910984986476872,632886800
2010-02-10,5.871863365,5.916402513346541,5.845983078914016,5.895035165286074,370361600
2010-02-11,5.978695392608643,6.0111968229811845,5.839963934467913,5.864640849689512,550345600
2010-02-12,6.030156612,6.068074617965429,5.883299676996322,5.961843773,655468800
2010-02-16,6.12103796,6.1297649012161175,6.064461907644149,6.077101105995172,543737600
2010-02-17,6.095459938049316,6.148424285786428,6.044600985412663,6.144812971,436396800
2010-02-18,6.106894016265869,6.135784131,6.046405702998772,6.067771843810248,422825200
2010-02-19,6.068974972,6.115018420716437,6.052122575252121,6.074693287277048,415469600
2010-02-22,6.031357288360596,6.093952184422035,5.994342529906764,6.089137501488681,390563600
2010-02-23,5.930243968963623,6.058743752775308,5.889617889778194,6.018719157494267,575094800
2010-02-24,6.038581848144531,6.062054588549697,5.953717163709801,5.965453936,460566400
2010-02-25,6.078907012939453,6.104787296426052,5.925128821,5.939874619986777,665126000
2010-02-26,6.157751560211182,6.174303015148983,6.078906542567606,6.090341969061385,507460800
2010-03-01,6.289261817932129,6.304609101247995,6.182730047,6.191757931846104,550093600
2010-03-02,6.285048484802246,6.3446335666957125,6.251644227573834,6.317549109822682,566546400
2010-03-03,6.299491882324219,6.3157427958339145,6.257662434350281,6.287755915,372052800
2010-03-04,6.341021537780762,6.347341337824556,6.278426628439884,6.297988316082593,366041200
2010-03-05,6.588994503,6.611564820029536,6.458989975276706,6.468319205714553,899620400
2010-03-08,6.592906475067139,6.623300503022702,6.567928615803125,6.620893361581227,429889600
2010-03-09,6.711475372314453,6.771060462018715,6.5570952738175805,6.569734474392281,920259200
2010-03-10,6.766245365142822,6.7855057115785975,6.716892334572915,6.735851336302689,596218000
2010-03-11,6.786103725,6.786103725,6.720500209014298,6.738255832856446,405700400
2010-03-12,6.819210529327393,6.853215873199394,6.793630783453784,6.842381928305325,416323600
2010-03-15,6.736152172088623,6.786106685897265,6.628115676983293,6.7824961745838594,493502800
2010-03-16,6.754507541656494,6.770457110827818,6.696126236242051,6.7463824865430695,446908000
2010-03-17,6.744576454162598,6.814694124969459,6.718997117059263,6.768049191444486,450956800
2010-03-18,6.760526657104492,6.771059255407664,6.699135519066172,6.7439743980178415,342109600
2010-03-19,6.688303470611572,6.778283396835302,6.657607693845234,6.764741366910925,559445600
2010-03-22,6.763535976409912,6.801153431495038,6.6251054774418225,6.634735648802588,456419600
2010-03-23,6.872173309326172,6.884812908822983,6.743974068044185,6.7903184626134605,602431200
2010-03-24,6.902566432952881,6.927544281149791,6.846591881139867,6.850504538955096,597780400
2010-03-25,6.820713043212891,6.950717936896663,6.808675329838744,6.949212820932059,542284400
2010-03-26,6.948612689971924,6.980210486525643,6.877892319597145,6.8899300346190095,640875200
2010-03-29,6.993450642,7.037989380265627,6.970279247,7.011808557447748,540744400
2010-03-30,7.097575664520264,7.146628956078067,7.049425603467366,7.120145980526751,527310000
2010-03-31,7.071994304656982,7.120445699343426,7.055744195137805,7.086740905378297,430659600
2010-04-01,7.101186752319336,7.184244580407976,7.004285551089673,7.144521725522793,603145200
2010-04-05,7.177022933959961,7.177624819763749,7.065074585213001,7.071394787945699,684507600
2010-04-06,7.208620071411133,7.229685266675465,7.132182197041003,7.168294534341066,447017200
2010-04-07,7.240521430969238,7.280245094548586,7.182139305539531,7.2089228247898225,628502000
2010-04-08,7.220960617,7.268809338541373,7.1634817216312765,7.235706419145968,572989200
2010-04-09,7.276330471038818,7.279340703143118,7.236306277120279,7.265497331957649,334182800
2010-04-12,7.291379451751709,7.314852196528277,7.2769341912209455,7.288670564,333026400
2010-04-13,7.295589447021484,7.3067247334738585,7.255865797227144,7.278436911167699,306210800
2010-04-14,7.393697261810303,7.397308576760023,7.344946117160852,7.381359004191702,404076400
2010-04-15,7.490900039672852,7.494210010017059,7.388280512385666,7.396405569474833,376784800
2010-04-16,7.445154190063477,7.557704381642106,7.359387504734424,7.480363290763303,750545600
2010-04-19,7.4352240562438965,7.459900563104607,7.275727581116219,7.434020285002613,566924400
2010-04-20,7.360593318939209,7.500829482260532,7.311540836422376,7.47946294,738326400
2010-04-21,7.800861835479736,7.831858545940757,7.695834794,7.788222236308259,982391200
2010-04-22,8.019040108,8.027466507110002,7.7099786465520355,7.771370181327863,793424800
2010-04-23,8.150249481201172,8.190875566097228,8.034991166527515,8.064783307350293,796955600
2010-04-26,8.110226631,8.199303330937964,8.070803507688616,8.181849443946845,479068800
2010-04-27,7.885727405548096,8.060270279817415,7.839985689247099,8.043116935308067,709343600
2010-04-28,7.872486591339111,7.94471048,7.716300835817121,7.9221409665453475,758402400
2010-04-29,8.084345817565918,8.125272447713796,7.884825080354921,7.915219110044361,558840800
2010-04-30,7.857138156890869,8.142424778649255,7.8544300727277845,8.104506778851242,542463600
2010-05-03,8.015428543,8.061472393629476,7.911003391538449,7.9398939028052595,454342000
2010-05-04,7.784615516662598,7.923347434039759,7.7265355237272475,7.9113105170247255,723819600
2010-05-05,7.7036614418029785,7.768362964,7.485181702836045,7.614584748,883103200
2010-05-06,7.410550117492676,7.7716727755823864,5.996150160458547,7.638659221667405,1285860800
2010-05-07,7.097876549,7.420179584044202,6.777379975,7.334112320099214,1676018400
2010-05-10,7.643473148345947,7.663335379784286,7.479162342558028,7.530923717872091,984306400
2010-05-11,7.719607353210449,7.8210222463002745,7.538443837622527,7.578768558509831,848906800
2010-05-12,7.887231349945068,7.918528605137384,7.785214528593623,7.801463837,654379600
2010-05-13,7.7749834060668945,7.974804676169313,7.715999399476472,7.921237642,599712400
2010-05-14,7.638359546661377,7.718408772,7.508355393474355,7.678685102,759362800
2010-05-17,7.650393962860107,7.709377957965724,7.454484587,7.664839219682474,762834800
2010-05-18,7.594422817230225,7.780702086147583,7.531225600437434,7.7334552477195775,782678400
2010-05-19,7.473444938659668,7.611273574800287,7.368418677369706,7.508353512052303,1025726800
2010-05-20,7.155055522918701,7.338325335967605,7.108409773513708,7.2790399843025275,1282915200
2010-05-21,7.2922797203063965,7.357883644731045,6.962152293166363,7.006389680194339,1223891200
2010-05-24,7.425894737243652,7.5504826551592625,7.410848399685268,7.441543764033439,754238800
2010-05-25,7.379554271697998,7.425897878856519,7.136999878940322,7.202904376068719,1048006400
2010-05-26,7.346148490905762,7.587499865670888,7.335314546933092,7.525807778983023,850654000
2010-05-27,7.624212265014648,7.640463178787095,7.496615711959011,7.5414549908784965,666282400
2010-05-28,7.730443477630615,7.8062794719522985,7.624212656,7.805978930882105,815614800
2010-06-01,7.849313735961914,8.003091935391712,7.793038621358571,7.815007050360801,876472800
2010-06-02,7.943205833435059,7.968784771968974,7.834266122,7.9609602573604255,688548000
2010-06-03,7.918225288391113,7.991352372,7.836671004,7.980217087713539,650106800
2010-06-04,7.702759265899658,7.881514545150749,7.662735061510931,7.770469416316147,758304400
2010-06-07,7.5516886711120605,7.798756775,7.539951495738146,7.772876488,886942000
2010-06-08,7.503237247467041,7.6377559020256625,7.392492678591145,7.620903100777121,1000770400
2010-06-09,7.318763256072998,7.580578753176239,7.297397516,7.567637807,854630000
2010-06-10,7.538750171661377,7.552893286246403,7.288671780286166,7.368119119295435,776356000
2010-06-11,7.629029273986816,7.639561873407313,7.444254356,7.470134641453549,545759200
2010-06-14,7.652202606201172,7.798758215435062,7.644077548,7.702760221223627,602960400
2010-06-15,7.815006256103516,7.819821341815822,7.688914011562577,7.693127211560845,585074000
2010-06-16,8.042511940002441,8.057558275,7.843291843421073,7.857435751872909,783678000
2010-06-17,8.181548118591309,8.212544837,8.110225853793313,8.143328770542665,872855200
2010-06-18,8.247753143310547,8.275741236,8.168005281,8.192983140507595,784621600
2010-06-21,8.130389213562012,8.396416338,8.087054234674182,8.356692675,776490400
2010-06-22,8.241133689880371,8.304931983812239,8.170414110357573,8.190275540134126,717262000
2010-06-23,8.154460906982422,8.265506800601548,8.062073468539884,8.263099257998118,768457200
2010-06-24,8.095176696777344,8.221569461580499,8.068091844103295,8.155362847518427,714277200
2010-06-25,8.025958061218262,8.133392599812737,7.999174561799036,8.127073204690243,549942400
2010-06-28,8.074113845825195,8.117750168,7.960359831033878,8.032885066929737,584948000
2010-06-29,7.709079742431641,7.956449240821746,7.652804611931046,7.948323378768026,1133344800
2010-06-30,7.569442272186279,7.7632446445065515,7.523700566527187,7.725326649298549,739452000
2010-07-01,7.477658748626709,7.6678506621464955,7.3193667856348315,7.652803515671066,1022896000
2010-07-02,7.431313514709473,7.551386904696392,7.318762490931462,7.5381446151165825,693842800
2010-07-06,7.482174396514893,7.607664000468392,7.4078426873558225,7.553495872349532,615235600
2010-07-07,7.784308910369873,7.7873191420716825,7.515875154675547,7.538143315564187,654556000
2010-07-08,7.766857624053955,7.911608352,7.670558302940371,7.8989687499142125,738144400
2010-07-09,7.812902450561523,7.8213280495526245,7.678684305984532,7.730746230813955,433322400
2010-07-12,7.742781162261963,7.880007883,7.669654060893244,7.780097270944935,562878400
2010-07-13,7.577569484710693,7.7160000196626415,7.415966745691348,7.7135932797825655,1190924000
