Date,Close,High,Low,Open,Volume,RSI,EMA,Ticker
2024-10-21,36.41643142700195,36.75170335062963,36.14032646459609,36.38684982721504,9822700,,,KDP
2024-10-22,36.40656661987305,36.47559661877382,36.13046167086118,36.298099505366814,6768300,,,KDP
2024-10-23,36.189632415771484,36.43615579222545,36.02199456372573,36.16991009425738,9425200,,,KDP
2024-10-24,34.454105377197266,35.28242406385003,34.06952951583137,34.83868500021132,19980500,,,KDP
2024-10-25,34.09911346435547,34.680904991365146,34.06952810279795,34.51327090968059,9207300,,,KDP
2024-10-28,33.38912582397461,34.51327178895104,33.329958861000236,34.45410482597666,15145700,,,KDP
2024-10-29,32.422752380371094,32.679135011895944,31.909983355673567,32.038176552259905,55115500,,,KDP
2024-10-30,32.531227111816406,32.629834959860005,32.29456301020417,32.422756221979476,42889600,,,KDP
2024-10-31,32.49177932739258,32.659413405193405,32.373449168848,32.50163860658466,17641900,,,KDP
2024-11-01,32.36358642578125,32.52136122584166,32.15650770601095,32.46219426520102,12592800,,,KDP
2024-11-04,32.22553253173828,32.767883148042245,32.11706165614793,32.44247428291898,11360200,,,KDP
2024-11-05,32.1565055847168,32.22553182008672,31.949426878607028,32.1663648633492,10417100,,,KDP
2024-11-06,32.521358489990234,32.619970082762286,31.98886717396407,32.12692340384494,14119700,,,KDP
2024-11-07,32.462196350097656,32.73830508917253,32.44247779026563,32.54108563601853,7135400,14.392089719775413,,KDP
2024-11-08,32.422752380371094,32.619971814739046,32.35372614258949,32.52136021673115,6852900,14.179790695211238,,KDP
2024-11-11,32.738304138183594,32.758026459090914,32.25511668007445,32.403032206055315,8233200,23.856578133741166,,KDP
2024-11-12,32.87635803222656,33.04399212465278,32.521363763973106,32.669279296294796,8982000,27.697686557697907,,KDP
2024-11-13,33.093299865722656,33.24121163664579,32.55094542072643,32.74816487693885,9806700,33.38461841891798,,KDP
2024-11-14,32.91579818725586,33.21162544991128,32.87635354912907,33.034128339988484,9300100,31.22083314569997,,KDP
2024-11-15,31.21971893310547,32.85663393357854,31.042221808577832,32.82705233337328,17313300,18.72926710087131,33.26770611345144,KDP
2024-11-18,30.805559158325195,31.456380684986545,30.716810597341922,31.44651952478574,16062500,16.946261300448555,33.03321592724894,KDP
2024-11-19,31.0816650390625,31.121107797820432,30.480147451206598,30.86472328301011,10814400,22.25964199346835,32.84735393789785,KDP
2024-11-20,31.59443473815918,31.614157058368022,30.884446257232653,31.052082217359864,8493300,31.078238916220812,32.7280282998275,KDP
2024-11-21,31.791656494140625,31.850819697428346,31.426801066998745,31.564851676043613,7192400,34.171278837506165,32.638850032619224,KDP
2024-11-22,32.205810546875,32.28469982508651,31.68318224449114,31.68318224449114,12793900,40.236630836366494,32.59760817683406,KDP
2024-11-25,32.39316940307617,32.46219564593554,32.04803818877933,32.422754765478835,15501300,42.80408442905305,32.57813781742854,KDP
2024-11-26,32.195953369140625,32.58052922140091,32.166368007056555,32.393169054244716,9592900,40.81636740301096,32.54173929854398,KDP
2024-11-27,32.12692642211914,32.343864423303366,31.831095377657764,32.343864423303366,8454600,40.11421915481912,32.502233310313045,KDP
2024-11-29,32.195953369140625,32.294561211692674,31.99873392238846,32.13678640662055,4642600,41.203477239557984,32.473063792106146,KDP
2024-12-02,32.08748245239258,32.403032062212766,31.722625159698936,32.27483885770829,10197700,39.97305617428336,32.43634175975247,KDP
2024-12-03,31.929706573486328,32.10720369324585,31.604293933377893,32.01845513336609,7430500,38.18679452333041,32.38809078963189,KDP
2024-12-04,32.16636657714844,32.47205689410769,31.722623782094015,31.900120900115784,7851500,42.34837427057098,32.3669741979668,KDP
2024-12-05,32.521358489990234,32.54108080854464,32.00858949251848,32.28469819063259,7365800,48.0033482434172,32.38167746387379,KDP
2024-12-06,32.26498031616211,32.86649794915617,32.23539495343167,32.61011153428256,9582700,44.60076591335286,32.37056344980601,KDP
2024-12-09,33.13273620605469,33.31023331615104,32.32413993190361,32.32413993190361,14680600,55.97532298265543,32.443151331353505,KDP
2024-12-10,33.05385208129883,33.17218223912298,32.56080536844231,33.05385208129883,7159400,54.872359601297774,32.50131330753877,KDP
2024-12-11,32.79746627807617,33.38912460120809,32.649554518529165,33.2313498007025,7551900,51.33204315868812,32.52951835235186,KDP
2024-12-12,33.339820861816406,33.49759566317597,33.15246069906893,33.28065390068858,8011300,57.568661941747465,32.60669001991991,KDP
