Date,Close,High,Low,Open,Volume,RSI,EMA,Ticker
2024-10-21,1219.010009765625,1221.1800537109375,1208.93994140625,1214.4599609375,267800,,,ORLY
2024-10-22,1205.3800048828125,1211.949951171875,1194.0,1199.3499755859375,293300,,,ORLY
2024-10-23,1199.25,1208.0999755859375,1195.4000244140625,1195.4000244140625,494800,,,ORLY
2024-10-24,1199.77001953125,1218.5,1175.4000244140625,1181.9000244140625,430600,,,ORLY
2024-10-25,1195.219970703125,1215.75,1193.68994140625,1208.260009765625,238300,,,ORLY
2024-10-28,1197.1099853515625,1206.530029296875,1192.22998046875,1199.8699951171875,356000,,,ORLY
2024-10-29,1175.9000244140625,1195.6300048828125,1175.530029296875,1195.550048828125,470600,,,ORLY
2024-10-30,1162.2099609375,1185.199951171875,1157.969970703125,1171.3699951171875,329000,,,ORLY
2024-10-31,1153.1400146484375,1168.800048828125,1151.050048828125,1161.0,473500,,,ORLY
2024-11-01,1146.5899658203125,1162.97998046875,1143.2900390625,1146.43994140625,496800,,,ORLY
2024-11-04,1157.56005859375,1165.1600341796875,1151.27001953125,1151.68994140625,358100,,,ORLY
2024-11-05,1162.3299560546875,1166.3199462890625,1153.719970703125,1157.56005859375,260300,,,ORLY
2024-11-06,1234.1500244140625,1239.6500244140625,1191.31005859375,1194.739990234375,563400,,,ORLY
2024-11-07,1214.510009765625,1231.9300537109375,1213.1700439453125,1231.9300537109375,414700,56.28266921411315,,ORLY
2024-11-08,1217.699951171875,1233.800048828125,1216.77001953125,1228.0400390625,313300,57.30337721260253,,ORLY
2024-11-11,1228.52001953125,1241.2900390625,1224.0699462890625,1228.56005859375,366200,60.65865915794958,,ORLY
2024-11-12,1236.8499755859375,1244.5,1228.25,1234.9200439453125,298200,63.06507202372991,,ORLY
2024-11-13,1238.780029296875,1252.5400390625,1233.5,1233.5,287400,63.62032534157606,,ORLY
2024-11-14,1224.4000244140625,1255.300048828125,1220.760009765625,1240.25,414400,56.772309035009,,ORLY
2024-11-15,1213.3699951171875,1228.7900390625,1210.5999755859375,1226.699951171875,437600,52.136622028785396,1208.6346854257772,ORLY
2024-11-18,1216.6700439453125,1222.1600341796875,1207.3599853515625,1207.3599853515625,397100,53.363583988477956,1209.399957665733,ORLY
2024-11-19,1200.5899658203125,1213.219970703125,1197.5799560546875,1212.81005859375,332500,47.036350741846476,1208.5609108233118,ORLY
2024-11-20,1188.8699951171875,1202.489990234375,1181.449951171875,1200.5899658203125,405900,43.031566984827265,1206.6855855179665,ORLY
2024-11-21,1204.739990234375,1206.4300537109375,1185.1199951171875,1206.4300537109375,344200,49.323537672400334,1206.500290729053,ORLY
2024-11-22,1227.3699951171875,1228.81005859375,1213.97998046875,1216.7900390625,338600,56.67224775387547,1208.487881623161,ORLY
2024-11-25,1238.760009765625,1253.02001953125,1234.199951171875,1239.9200439453125,521800,59.829682656927616,1211.3709414462528,ORLY
2024-11-26,1244.219970703125,1245.5400390625,1223.0400390625,1231.3599853515625,375000,61.286097623036284,1214.4994204230977,ORLY
2024-11-27,1244.010009765625,1249.8599853515625,1235.9100341796875,1246.0,214900,61.194217005864914,1217.3099527414336,ORLY
2024-11-29,1243.219970703125,1251.5999755859375,1239.6700439453125,1239.6700439453125,149400,60.82469811787322,1219.7775734996899,ORLY
2024-12-02,1246.8199462890625,1255.4000244140625,1240.3599853515625,1243.219970703125,424400,61.952134969853006,1222.3530375748683,ORLY
2024-12-03,1247.989990234375,1252.5,1237.6300048828125,1250.5,263600,62.331576290171114,1224.794652113869,ORLY
2024-12-04,1242.9200439453125,1253.06005859375,1239.489990234375,1241.4100341796875,257100,59.5598289431633,1226.5208799073398,ORLY
2024-12-05,1234.81005859375,1245.72998046875,1226.780029296875,1239.489990234375,274900,55.321987537646365,1227.3103254965217,ORLY
2024-12-06,1257.780029296875,1260.0400390625,1241.02001953125,1243.0999755859375,317200,63.28925672322399,1230.2122020489364,ORLY
2024-12-09,1254.9000244140625,1265.52001953125,1240.22998046875,1258.6600341796875,312500,61.80116475669647,1232.5634232265675,ORLY
2024-12-10,1266.3499755859375,1273.5999755859375,1251.8699951171875,1255.8499755859375,320500,65.29488669821404,1235.781190117936,ORLY
2024-12-11,1269.010009765625,1275.800048828125,1261.9300537109375,1266.3499755859375,274400,66.07126633001285,1238.945839608192,ORLY
2024-12-12,1269.719970703125,1273.8800048828125,1254.199951171875,1270.300048828125,231000,66.28803507022086,1241.876709236281,ORLY
2024-12-13,1270.5999755859375,1281.949951171875,1264.1500244140625,1268.8299560546875,203100,66.5731108202066,1244.6122584124387,ORLY
