Date,Close,High,Low,Open,Volume,RSI,EMA,Ticker
2024-10-21,36.09989547729492,36.51688914465103,35.841753294010104,36.437463402615386,4495800,,,EQT
2024-10-22,35.712684631347656,36.30839092988521,35.702754046840674,36.30839092988521,4663900,,,EQT
2024-10-23,35.93111038208008,36.040324093675004,35.44461775985896,35.7921124900169,7354700,,,EQT
2024-10-24,36.69560241699219,36.92395663688015,35.78218553744035,36.15946444643342,4559200,,,EQT
2024-10-25,37.211883544921875,37.49980991707573,36.37789239664044,36.87431560901252,6633700,,,EQT
2024-10-28,37.0431022644043,37.221814927680256,36.34810899470987,36.6360353730332,5027000,,,EQT
2024-10-29,37.0431022644043,37.34095544072802,36.715461119262166,37.06295964781369,7254000,,,EQT
2024-10-30,38.29408645629883,38.552228648738826,36.834600993973964,37.01331365415287,9989300,,,EQT
2024-10-31,36.27860641479492,38.42315437201684,36.23889165195179,38.24444172663099,6555800,,,EQT
2024-11-01,35.36518478393555,36.68567220472876,35.19640272784458,36.60624268133903,7274200,,,EQT
2024-11-04,36.53675079345703,37.01331666354543,35.3453342245316,35.44462114793056,6788700,,,EQT
2024-11-05,37.271453857421875,37.728162281323044,36.50696169354817,36.576460636863196,6392700,,,EQT
2024-11-06,40.09109115600586,40.689319134183506,38.61546822863414,38.64537829634724,12582000,,,EQT
2024-11-07,40.569671630859375,40.629495570254136,39.343309398891144,40.091091525951036,6239700,72.7331027575095,,EQT
2024-11-08,41.098106384277344,41.45704240913127,40.40017564744098,40.45999958605548,6873700,74.44048064051091,,EQT
2024-11-11,43.849945068359375,43.929710323785244,41.80600794078039,42.35438075987474,9569100,81.0833356193563,,EQT
2024-11-12,43.650535583496094,44.149057017947776,43.35142348350842,43.600684200734264,8423000,79.47149900501736,,EQT
2024-11-13,43.18192672729492,43.810060977419155,43.102161474533155,43.630592962121774,7714000,75.664932487675,,EQT
2024-11-14,42.73325729370117,43.48103943354872,42.25467718060874,43.251720033738806,7218000,72.10385692205807,,EQT
2024-11-15,42.58369827270508,43.31153908076321,42.32446881091835,42.75319753124823,4711900,70.90590399666712,39.76148156984588,EQT
2024-11-18,44.14905548095703,44.48805019671919,42.51390584142774,42.86287311544511,7274800,75.4949496882301,40.17934575185647,EQT
2024-11-19,43.949649810791016,44.19891051851079,43.19189512940962,43.38133189804669,5675100,73.89595540094587,40.53842232889785,EQT
2024-11-20,46.402374267578125,46.72142766922493,44.338495911680646,44.83701732718084,18788500,79.61512531662186,41.096893942105496,EQT
2024-11-21,46.751338958740234,47.87799845216852,46.671577507952534,47.49912110153113,11367500,80.27720618659406,41.635412515118325,EQT
2024-11-22,45.78420639038086,46.89092457557786,45.574828302212964,46.30266913495138,10015300,73.18302083428907,42.0305357413338,EQT
2024-11-25,45.854000091552734,47.7782891983421,45.76426608732596,47.43929829728145,20758400,73.36594140048787,42.39467520325942,EQT
2024-11-26,45.42527389526367,46.05340815617596,44.69743306668674,45.82408875567227,7663500,70.1983576350593,42.68330365011697,EQT
2024-11-27,45.14609909057617,45.73435452499034,44.667518978353634,45.04639632681105,4702200,68.13541384161364,42.91785559682737,EQT
2024-11-29,45.305625915527344,45.794178587479855,45.22586446498577,45.56485918747493,2469100,68.70142781609691,43.145262293846415,EQT
2024-12-02,44.3983154296875,45.19595272612438,43.80009126077635,44.8669267708317,6497900,61.960206019736646,43.26460068773604,EQT
2024-12-03,44.677490234375,44.96662976223173,44.21884764554218,44.44817084166685,4868300,63.158103912185396,43.39916159693975,EQT
2024-12-04,44.55784225463867,44.67749013149338,43.710357379042016,44.56781481275149,7523600,62.25329304823031,43.50951213576822,EQT
2024-12-05,44.31855392456055,45.40533074595764,44.22881991899872,45.21589017676238,7874200,60.389944139991144,43.586563734700825,EQT
2024-12-06,43.201866149902344,44.378373149319806,43.08221827599568,44.059319759068224,7158100,52.4934882634441,43.549925869481925,EQT
2024-12-09,43.14204406738281,44.069294211226385,42.94263473904998,43.859916128014376,5774300,52.10046017090132,43.511079983567726,EQT
2024-12-10,42.92269515991211,43.69041863278805,42.60364174305675,43.10216318232034,6095800,50.60434642875397,43.45504333369576,EQT
2024-12-11,45.445213317871094,45.76426671428917,43.26168711957777,43.42121381778681,9615100,63.56276436861346,43.64458333218865,EQT
2024-12-12,45.72438430786133,46.17305433729064,45.14609764694878,45.365448284317885,4700900,64.66749980666413,43.84265961558605,EQT
2024-12-13,45.45518112182617,45.983612585450956,44.98656979164333,45.684500507991956,8514600,62.693575496552796,43.99623309237082,EQT
2024-12-16,44.68745803833008,45.68450083936987,44.5079900298696,45.45518145154069,5326500,57.320041416743955,44.06206403960504,EQT
2024-12-17,44.06929397583008,44.45814007212296,43.730299260499976,44.228820676960915,7058900,53.354590340119536,44.062752604959805,EQT
2024-12-18,42.41420364379883,44.23879007687529,42.14500161857444,44.01944323675724,7449000,44.48161491842632,43.90574794199209,EQT
2024-12-19,42.52388000488281,43.60068432868167,42.464056063343044,43.46109893517226,6921400,45.132773117798166,43.77414147179121,EQT
2024-12-20,42.86287307739258,43.51094863699251,42.29455516326406,42.46405442270295,12908800,47.1943181110888,43.68735400565801,EQT
2024-12-23,43.73030090332031,43.86988629662655,42.7232854743253,42.872843426248664,4813900,52.14881659365013,43.69144418638775,EQT
2024-12-24,44.44816970825195,44.62763391253796,43.50097829058164,43.95961706430279,2013600,55.841403469418346,43.76351328370815,EQT
2024-12-26,44.049354553222656,44.50799336323009,43.58074318454474,44.029413239298414,2712300,53.37704532483237,43.79073626175715,EQT
2024-12-27,44.18893814086914,44.84698625980184,43.8300021117392,44.03938019425947,4508300,54.13987938947359,43.828660250244006,EQT
2024-12-30,46.45222473144531,46.621720183729465,44.92675044722195,46.21293278322572,9723800,64.33080206523678,44.078523534167935,EQT
2024-12-31,45.9736442565918,46.462193100166814,45.77423493530107,46.09328832799966,4902800,61.23225106558712,44.259011222017826,EQT
2025-01-02,47.20997619628906,47.4492681475587,45.78420465365782,46.86101272924639,10169200,65.81326957110976,44.54005550528175,EQT
2025-01-03,46.88095474243164,48.1870822306469,46.25281668895535,47.658646939695984,8231300,63.65743991407018,44.76299828977221,EQT
2025-01-06,47.49911880493164,48.14719815204888,47.23988934813463,47.85805482466325,6793300,65.91641023140902,45.023581195977876,EQT
2025-01-07,48.00761413574219,48.3765189205741,47.160125442015826,47.509092717109006,4851900,67.69522073238461,45.30777480928876,EQT
2025-01-08,48.855098724365234,49.054508051270446,48.04749266193658,48.11728535584092,7887200,70.46211913680037,45.64561518215318,EQT
2025-01-10,48.855098724365234,49.88205162331471,48.715513336556555,49.43338539204869,10527500,70.46211913680037,45.95128028141147,EQT
2025-01-13,49.931907653808594,49.97178647713222,48.645721467060135,48.95480231575553,9290000,73.77237528904361,46.33038765021119,EQT
2025-01-14,50.54010009765625,51.05856282991515,49.792317969028026,49.901993289773486,7396700,75.44612084262678,46.73131264520596,EQT
2025-01-15,52.2849235534668,52.843268895936816,51.46734875406713,51.84622608657951,10475700,79.4899464949036,47.26022796980223,EQT
2025-01-16,53.62096405029297,53.820373383930516,51.94593173320429,52.035665743170355,7555800,81.94232229060512,47.8660123584204,EQT
