Date,Close,High,Low,Open,Volume,RSI,EMA,Ticker
2024-10-21,266.0346374511719,270.49808309603765,264.99549037938294,269.924054460148,1443000,,,FDX
2024-10-22,267.0045166015625,268.30098887185903,264.95588141323344,265.22308288030035,972000,,,FDX
2024-10-23,265.2824401855469,267.64777854365343,264.0750351656017,266.42059089149313,1152900,,,FDX
2024-10-24,270.0527038574219,275.8126215563256,268.004068665158,275.05058242119355,1635800,,,FDX
2024-10-25,269.3104248046875,272.83366628643034,269.0729124089495,271.4382205564857,835200,,,FDX
2024-10-28,272.6060791015625,273.0019431892475,269.31044337103583,269.80528103126557,1179800,,,FDX
2024-10-29,272.2003173828125,274.258828826722,270.181371207203,270.8147779299412,1190100,,,FDX
2024-10-30,271.2502136230469,275.66418754349405,271.08198572261244,271.2502136230469,1196800,,,FDX
2024-10-31,271.0225830078125,273.86294624514596,270.19125939219,270.55743441547094,1099500,,,FDX
2024-11-01,271.5174255371094,274.615114069251,270.34961592765785,270.95330336555463,1370400,,,FDX
2024-11-04,268.3801574707031,272.14094196853085,267.89522620802734,271.17104924068417,1020000,,,FDX
2024-11-05,272.5763854980469,272.6060745490651,266.7372770428534,268.3405764053177,948600,,,FDX
2024-11-06,277.16845703125,278.29670134980654,268.8155952358587,273.15037780295665,2639800,,,FDX
2024-11-07,280.28594970703125,282.55231473374835,277.1091002642716,279.0290728751594,1317200,77.2817149283942,,FDX
2024-11-08,283.3242492675781,286.11514091725746,279.93954638568067,280.85006096874764,1734300,80.40553032850524,,FDX
2024-11-11,286.79803466796875,290.4202501558013,285.7192921361887,285.7192921361887,1593900,83.24261972240734,,FDX
2024-11-12,284.30401611328125,288.2627173627842,282.47314094738107,286.71882629167754,1235500,74.86189283136237,,FDX
2024-11-13,288.8763427734375,290.96454319508956,284.4128974290141,284.4128974290141,1896900,79.03014215583039,,FDX
2024-11-14,289.272216796875,292.1917409607916,288.7080945982133,290.04416236254553,1248300,79.34941205451037,,FDX
2024-11-15,291.4197692871094,292.8152150312847,287.9460296540482,287.9460296540482,1505800,81.03619583310248,278.450957859154,FDX
2024-11-18,292.1620178222656,294.5075432980583,290.38061447931943,290.5785314049294,1460000,81.59574153430489,279.7567730937361,FDX
2024-11-19,290.03424072265625,292.1917256259814,287.9856056050296,288.57941682495675,1474600,74.78368235251715,280.73557953458567,FDX
2024-11-20,285.0561828613281,291.39009890548834,282.3048866639041,290.87547860900764,1392800,61.78714794634447,281.147065565704,FDX
2024-11-21,292.1125793457031,292.48866081034964,285.07597191598796,285.07597191598796,1596900,69.79924546134593,282.19140021141817,FDX
2024-11-22,296.8729248046875,299.25804609364604,292.12249506395824,293.1319530781769,1845800,73.79150713902465,283.5896406488724,FDX
2024-11-25,301.9994201660156,305.344527605585,297.48650308851796,298.52568030395787,2415600,77.27539613582766,285.3429529838384,FDX
2024-11-26,299.8518371582031,300.8612951044057,296.516605983826,299.9309978941334,1669300,72.90335869435599,286.72475147663505,FDX
2024-11-27,300.25762939453125,301.63326247366035,298.456412946179,300.6039916171025,919400,73.21176636316721,288.01359699262514,FDX
2024-11-29,299.5450439453125,301.6134617505288,298.7532855637144,299.91121898321046,665500,71.66914330395375,289.1118300357382,FDX
2024-12-02,293.62677001953125,298.9017261305681,290.7864067133965,298.47617299604127,1578700,60.3041555941198,289.541824319909,FDX
2024-12-03,279.9296569824219,291.4593678712973,279.78121173198423,291.4593678712973,2629000,43.22150372588516,288.6263798115769,FDX
2024-12-04,280.503662109375,282.9481613004483,277.1288657231569,278.8014193908645,1840100,43.93821850356627,287.85278764946247,FDX
2024-12-05,276.5350646972656,282.8293846319501,276.33711757124155,281.255804648279,1512400,40.163377557302056,286.77490927306275,FDX
2024-12-06,277.78204345703125,279.53378798880993,274.882302207099,278.48473463420993,2079000,41.85375837686742,285.91844586201216,FDX
2024-12-09,278.01080322265625,281.28293115946957,277.48368489194826,279.36342764875184,1365800,42.17647942052725,285.16533703921635,FDX
